,Status,User ID,"Reason (manually added, not 100% clear)",Created at
,OFF,bd5287f4-8768-41b8-b574-880a91ce6c91,1_Cancelled,01/01/2019
,OFF,cc66a7d5-8a14-4010-9a4d-ede695c06493,1_Cancelled,01/01/2019
,OFF,ce29f82c-3b61-44fc-b66f-55a23c9293b4,1_Cancelled,01/01/2019
,OFF,dd1dd05c-e921-4a1c-8237-a1f4d02f7c07,1_Cancelled,01/01/2019
,OFF,f3765a01-e99e-4fc2-bfce-8904a96ff984,1_Cancelled,01/01/2019
,OFF,04c2aa1d-458a-4fd3-947f-7b849509b06a,1_Cancelled,01/01/2019
,OFF,05bb2b10-1c0d-480c-afff-86280bb53e6c,1_Cancelled,01/01/2019
,OFF,22a00b52-1a75-4983-98b4-01d4693df52f,1_Cancelled,01/01/2019
,OFF,28cd14f4-e812-453d-acba-6785285b3afa,1_Cancelled,01/01/2019
,OFF,2fb4df00-704a-48fb-ad52-e148aa9dfbd4,1_Cancelled,01/01/2019
,OFF,3fe11773-6667-40c9-996e-3c98865393cc,1_Cancelled,01/01/2019
,OFF,4d0fc220-821c-4e3a-9dff-1d22a9abefc5,1_Cancelled,01/01/2019
,OFF,4d1b7d45-eb73-48d1-bbfb-3b1230cc9015,1_Cancelled,01/01/2019
,OFF,52d714d8-0c39-4b2a-949c-1746c08b0ded,1_Cancelled,01/01/2019
,OFF,6f6935d8-4e42-451e-a5c7-7b1100bf38b0,1_Cancelled,01/01/2019
,OFF,71d6b000-4b5b-4448-b9d8-02ebfbfc0d7e,1_Cancelled,01/01/2019
,OFF,78e77c53-ed1f-4531-948e-9f501cac7fac,1_Cancelled,01/01/2019
,OFF,7f3eb460-738c-4405-8a8c-8f599e589cdc,1_Cancelled,01/01/2019
